"あ","ア"
"まきむら","牧村"
"まきゃべり","マキャベリ"
"まーきゅりー","マーキュリー"
"まーきゅりーけいかく","マーキュリー計画"
"まーきゅろ","マーキュロ"
"まきらとう","マキラ島"
"まぎりがわら","間切骨"
"まぎりぼ","間切り帆"
"まーきろ","マーキロ"
"まぎんだなおしゅう","マギンダナオ州"
"まくあい","幕間"
"まくあれん","マクアレン"
"まーくうぃす","マークウィス"
"まぐうぇ","マグウェ"
"まぐうぇかんく","マグウェ管区"
"まぐうぉると","マグウォルト"
"まーくえっくす","マークＸ"
"まくがふぃん","マクガフィン"
"まぐさ","まぐさ"
"まぐさ","秣"
"まぐさいさい","マグサイサイ"
"まぐさいさいきち","マグサイサイ基地"
"まぐさいし","まぐさ"
"まくしみりあーのいっせい","マクシミリアーノ一世"
"まくしみりあん","マクシミリアン"
"まくしみりあん","マクシミリアン"
"まくしみりあんいっせい","マクシミリアン一世"
"まくしみりあんいっせい","マクシミリアン一世"
"まくしみりあんにせい","マクシミリアン二世"
"まくしみりあんにせい","マクシミリアン二世"
"まくすうぇるとんのおか","マクスウェルトンの丘"
"まーくすまん","マークスマン"
"まぐそ","馬糞"
"まぐそがぜ","マグソガゼ"
"まぐだら","マグダラ"
"まぐだらのまりあ","マグダラのマリア"
"まぐだれな","マグダレナ"
"まぐだれにあんき","マグダレニアン期"
"まぐだれにあんぶんか","マグダレニアン文化"
"まぐだれーぬぶんか","マグダレーヌ文化"
"まぐだれんかれっじ","マグダレン・カレッジ"
"まぐだれんかれっじ","マグダレン・カレッジ"
"まくたんくうぐんきち","マクタン空軍基地"
"まくたんとう","マクタン島"
"まーくつー","マークⅡ"
"まくでぃるくうぐんきち","マクディル空軍基地"
"まぐでぶるく","マグデブルク"
"まぐでぶるぐ","マグデブルグ"
"まくど","マクド"
"まくどなー","マクドナー"
"まくどなるど","マクドナルド"
"まくどなるどしょとう","マクドナルド諸島"
"まくどねるだぐらすしゃ","マクドネルダグラス社"
"まくなまら","マクナマラ"
"まぐなむ","マグナム"
"まぐなむじゅう","マグナム銃"
"まぐなむだん","マグナム弾"
"まぐなむどらい","マグナムドライ"
"まぐなりうむ","マグナリウム"
"まぐねしあ","マグネシア"
"まぐねしあけん","マグネシア県"
"まぐねたいと","マグネタイト"
"まぐのりあ","マグノリア"
"まぐぱい","マグパイ"
"まくはりめっせ","幕張メッセ"
"まくびてぃ","マクビティ"
"まくふぁーかー","マクファーカー"
"まくふぉーる","マクフォール"
"まくべつちょう","幕別町"
"まくへんりーぐん","マクヘンリー郡"
"まぐま","マグマ"
"まぐまだまり","マグマ溜り"
"まくみらん","マクミラン"
"まくみらん","マクミラン"
"まくみらん","マクミラン"
"まくやま","幕山"
"まくら","摩休羅"
"まくらぎょう","枕経"
"まくらく","マクラク"
"まくらざきし","枕崎市"
"まくらすきー","マクラスキー"
"まぐらん","マグラン"
"まくらんけん","マクラン県"
"まくらーんけん","マクラーン県"
"まぐりっと","マグリット"
"まーくりーびる","マークリービル"
"まぐりぶ","マグリブ"
"まくるすふぃーるどぐんとう","マクルスフィールド群島"
"まくるすふぃーるどしょとう","マクルスフィールド諸島"
"まくるでぃ","マクルディ"
"まくれなんぐん","マクレナン郡"
"まぐれぶ","マグレブ"
"まくれる","マクレル"
"まくれーん","マクレーン"
"まくれーんぐん","マクレーン郡"
"まくろ","マクロ"
"まくろばーすと","マクロバースト"
"まくろめでぃあしゃ","マクロメディア社"
"まくろん","マクロン"
"まくわんちさぷ","マクワンチサプ"
"まくんば","マクンバ"
"まけ","族"
"まけいしゅら","摩醯首羅"
"まげしま","馬毛島"
"まけだ","マケダ"
"まーけっと","マーケット"
"まーけっとぐん","マーケット郡"
"まけないで","負けないで"
"まげらん","マゲラン"
"まげわっぱ","曲げわっぱ"
"まげんだびどあどむ","マゲン・ダビド・アドム"
"まこ","マコ"
"まこ","麻姑"
"まご","マゴ"
"まご","麻姑"
"まご","馬子"
"まごー","マゴー"
"まごい","真鯉"
"まこがれい","マコガレイ"
"まごさ","マゴサ"
"まごっと","マゴット"
"まごっとせらぴー","マゴット・セラピー"
"まごっとりょうほう","マゴット療法"
"まこまない","真駒内"
"まごめ","馬籠"
"まこもずみ","真菰墨"
"まこもたけ","マコモタケ"
"まこもだけ","マコモダケ"
"まこら","摩虎羅"
"まごら","摩虎羅"
"まごら","摩喉羅"
"まこらが","摩呼洛伽"
"まこーりー","マコーリー"
"まこーりー","マコーリー"
"まこーりーとう","マコーリー島"
"まこーれー","マコーレー"
"まころん","マコロン"
"まこん","マコン"
"まこんぶ","マコンブ"
"まさ","マサ"
"まさ","柾"
"まーさー","マーサー"
"まーさー","マーサー"
"まーさー","マーサー"
"まざー","マザー"
"まさいきりん","マサイキリン"
"まさいぞく","マサイ族"
"まさう","坐さう"
"まざか","マザカ"
"まさかき","真榊"
"まさかどいわ","将門岩"
"まさかり","鉞"
"まざがん","マザガン"
"まさきちょう","松前町"
"まざーぐーす","マザーグース"
"まーさーぐん","マーサー郡"
"まざこん","マザコン"
"まざーこんぷれっくす","マザー・コンプレックス"
"まーさずびんやーどとう","マーサズ・ビンヤード島"
"まさちゅせっつしゅう","マサチュセッツ州"
"まさちゅーせっつしゅう","マサチューセッツ州"
"まさつち","まさ土"
"まさっちお","マサッチオ"
"まさっちょ","マサッチョ"
"まざてなんご","マザテナンゴ"
"まざーてれさ","マザー・テレサ"
"まさど","まさ土"
"まさぱん","マサパン"
"まさびえるのどうくつ","マサビエルの洞窟"
"まざーぼくじょう","マザー牧場"
"まざーぼーど","マザーボード"
"まさむね","正宗"
"まさめ","柾目"
"まさら","マサラ"
"まさらどさ","マサラ・ドサ"
"まざらん","マザラン"
"まさりく","マサリク"
"まさりく","マサリク"
"まざりしゃりふ","マザリシャリフ"
"まさる","真猿"
"まざる","マザル"
"まさん","マサン"
"まざん","馬山"
"まざんだらんしゅう","マザンダラン州"
"まざんでらんしゅう","マザンデラン州"
"ましー","マシー"
"まじ","まじ"
"まーじ","マージ"
"まーしあ","マーシア"
"ましうら","増裏"
"まじぇすた","マジェスタ"
"まじぇすてぃ","マジェスティ"
"まじぇらん","マジェラン"
"まじぇらんあいなめ","マジェランアイナメ"
"ましぇる","マシェル"
"ましきまち","益城町"
"ましけ","増毛"
"ましけえき","増毛駅"
"ましけぐん","増毛郡"
"ましけちょう","増毛町"
"ましこ","益子"
"ましこえき","益子駅"
"ましこーと","マシコート"
"ましこまち","益子町"
"ましこやき","益子焼"
"まーじさいどしゅう","マージサイド州"
"まーじーさいどしゅう","マージーサイド州"
"まじしゃん","マジシャン"
"ましそよ","マシソヨ"
"まじそん","マジソン"
"まじそん","マジソン"
"まじそんぐん","マジソン郡"
"まじそんぐん","マジソン郡"
"まじそんびる","マジソンビル"
"ましたぐん","益田郡"
"まじっく","マジック"
"まじっくいんき","マジックインキ"
"まじっくなんばー","マジックナンバー"
"まじっくまっしゅるーむ","マジックマッシュルーム"
"ましっそよ","マシッソヨ"
"ましなりー","マシナリー"
"まーじなりあ","マージナリア"
"まーじなる","マージナル"
"まじの","マジノ"
"まじのせん","マジノ線"
"まじぱん","マジパン"
"ましふせんとらる","マシフセントラル"
"ましまろ","マシマロ"
"ましゃど","マシャド"
"ましゃーど","マシャード"
"まじゃぱいとちょう","マジャパイト朝"
"まじゃぱひとおうこく","マジャパヒト王国"
"まじゃぱひとちょう","マジャパヒト朝"
"まーしゃる","マーシャル"
"まーしゃる","マーシャル"
"まーしゃる","マーシャル"
"まーしゃる","マーシャル"
"まじゃる","マジャル"
"まじゃーる","マジャール"
"まーしゃるあーつ","マーシャルアーツ"
"まーしゃるあーと","マーシャルアート"
"まーしゃるぐん","マーシャル郡"
"まーしゃるぐんとう","マーシャル群島"
"まーしゃるしゃぽしゅにこふ","マーシャル・シャポシュニコフ"
"まーしゃるしょとう","マーシャル諸島"
"まーしゃるしょとうきょうわこく","マーシャル諸島共和国"
"まーしゃるぷらん","マーシャル・プラン"
"まーじゃんや","マージャン屋"
"ましゅー","マシュー"
"まーしゅあらぶ","マーシュ・アラブ"
"ましゅう","ましゅう"
"ましゅう","摩周"
"ましゅうえき","摩周駅"
"ましゅうこ","摩周湖"
"ましゅうだけ","摩周岳"
"ましゅうまる","摩周丸"
"まじゅつし","魔術師"
"まじゅぬーん","マジュヌーン"
"ましゅはど","マシュハド"
"ましゅまろ","マシュマロ"
"まじゅりとう","マジュリ島"
"まじゅろ","マジュロ"
"ましょならんどいーすとしゅう","マショナランドイースト州"
"ましょならんどうえすとしゅう","マショナランドウエスト州"
"ましょならんどうぇすとしゅう","マショナランドウェスト州"
"ましょならんどせんとらるしゅう","マショナランドセントラル州"
"まじょのたっきゅうびん","魔女の宅急便"
"まじょりか","マジョリカ"
"まじょりてぃー","マジョリティー"
"まじょるかとう","マジョルカ島"
"ましら","猿"
"ましろきふじのね","真白き富士の根"
"ましん","マシン"
"ましん","麻疹"
"まーしん","マーシン"
"ましんがん","マシンガン"
"ましんご","マシン語"
"ましんでぃ","マシンディ"
"ましんでぃけん","マシンディ県"
"まじんどーる","マジンドール"
"ます","マス"
"ます","鱒"
"まーす","マース"
"まーす","マース"
"まーず","マーズ"
"ますいし","枡石"
"ますいしりょうかん","麻醉資料館"
"まーずえくすぷれーしょんろーばー","マーズ・エクスプロレーション・ローバー"
"まーずえくすぷれす","マーズ・エクスプレス"
